tweet_id,hashtag
1470811081962659846,BoycottKelloggs
1470810627581136897,KelloggsStrike
1470810627581136897,1u
1470810442104815623,KelloggsStrike
1470810442104815623,BoycottKelloggs
1470810442104815623,union
1470810442104815623,UnionStrong
1470809842856062976,KelloggsStrike
1470809745913270275,BoycottKelloggs
1470809106780884993,KelloggsStrike
1470809073360715780,KelloggsStrike
1470809073360715780,BoycottKelloggs
1470809073360715780,union
1470809038577446913,BoycottKelloggs
1470808984747716612,BoycottKelloggs
1470808942561284096,Kellogg
1470808942561284096,PROAct
1470808398795055109,Kellogg
1470808105982181377,BoycottKelloggs
1470808074109665284,boycottKelloggs
1470807759268446208,kelloggstrike
1470807334129520640,BoycottKelloggs
1470807241087492105,KelloggsStrike
1470807239992614920,BoycottKelloggs
1470807077199220743,KelloggsStrike
1470807077199220743,Kelloggs
1470806139021451274,boycottkelloggs
1470806139021451274,kelloggs
1470806134596333572,boycottkelloggs
1470806134596333572,kelloggs
1470805987485528071,BoycottKelloggs
1470805987485528071,BoycottToyota
1470805897991569412,BoycottKelloggs
1470805815384702977,boycottKelloggs
1470805793561882627,BoycottKelloggs
1470805723680550915,BoycottKelloggs
1470805631582060550,BoycottKelloggs
1470805501864820742,boycottKelloggs
1470805080689430531,BoycottKelloggs
1470804299206832132,BoycottKelloggs
1470804221117227011,BoycottKelloggs
1470803547986055171,BoycottKelloggs
1470803476909338632,BoycottKelloggs
1470803269169549312,KelloggsStrike
1470802284791869440,BACKLASH
1470802284791869440,BOYCOTT
1470802126758715401,BoycottKelloggs
1470802126758715401,UnionStrong
1470801836324102145,BoycottKelloggs
1470801836324102145,Solidarity
1470801836324102145,KelloggsStrike
1470801728815697921,KelloggStrike
1470800535695462401,BoycottKelloggs
1470800505534308357,BoycottKelloggs
1470800296720932865,KelloggsStrike
1470799872064380936,KelloggsStrike
1470799838417764353,BoycottKelloggs
1470799838417764353,Solidarity
1470799838417764353,KelloggsStrike
1470798739363319815,UnionStrong
1470798739363319815,KelloggsStrike
1470798462191083527,UnionsForAll
1470798462191083527,KelloggsStrike
1470798376778309633,KelloggsStrike
1470798376778309633,Kelloggs
1470798232766889985,BoycottKelloggs
1470797902406582278,Union
1470797902406582278,KelloggsStrike
1470797880130682887,BoycottKelloggs
1470797589192785921,BoycottKelloggs
1470797374503243785,BoycottKelloggs
1470796826941005839,union
1470796822855798784,union
1470796822855798784,UnionStrong
1470796822855798784,NationalLabourRelationsBoard
1470796767780298757,kelloggstrike
1470796762403282946,BoycottKelloggs
1470796693910302722,kelloggstrike
1470796478503395333,BoycottKelloggs
1470796460916711426,BoycottKelloggs
1470796460916711426,BoycottAmazon
1470795913622863874,kelloggstrike
1470795499649261577,BoycottKelloggs
1470795270883528710,BoycottKelloggs
1470795248267845643,BoycottKelloggs
1470795041534844928,BoycottKelloggs
1470794971510763522,BoycottKelloggs
1470794900572872705,BoycottKelloggs
1470794718736965633,BoycottKelloggs
1470794718736965633,Solidarity
1470794514449190912,BoycottKelloggs
1470794298161520642,NoScabs
1470794298161520642,1u
1470792904096497665,BoycottKelloggs
1470792840783351811,BoycottKelloggs
1470792401463697414,BoycottKelloggs
1470792401463697414,FoxNewsLies
1470792041995067403,boycottKelloggs
1470792014782369792,KelloggsStrike
1470791847001870343,BoycottKelloggs
1470791793071513607,BoycottKelloggs
1470791681830273030,BoycottKelloggs
1470791681830273030,DumpKelloggs
1470791681830273030,KelloggsStrike
1470791431669309442,Vegan
1470791431669309442,KelloggsStrike
1470791420361461760,BoycottKelloggs
1470791316271423495,BoycottKelloggs
1470791105486729216,BoycottKelloggs
1470790991091171331,BoycottKelloggs
1470790937890541568,Kelloggs
1470790937890541568,KelloggsStrike
1470790937890541568,kelloggstrike
1470790937890541568,UnionStrong
1470790937890541568,WorkersRights
1470790764384948228,BoycottKelloggs
1470790764384948228,SupportLocal
1470790764384948228,UnionsForAll
1470790764384948228,DontBeAScab
1470790759788036096,BoycottKelloggs
1470790743786725383,BoycottKelloggs
1470790667853045764,BoycottKelloggs
1470790337455030275,Christmas
1470790337455030275,Kelloggs
1470790227975409673,BoycottKelloggs
1470789759576510464,boycottKelloggs
1470789719558606858,kellogg
1470789719558606858,kelloggs
1470789719558606858,kelloggstrike
1470789706564583425,BoycottKelloggs
1470789539681615874,BoycottKelloggs
1470789486724345863,BoycottKelloggs
1470789228833427467,NYC
1470789226304258049,NYC
1470789047987544080,Christmas
1470789047987544080,Kelloggs
1470788793900752904,BoycottKelloggs
1470788785319202825,BoycottKelloggs
1470788781347328002,NYC
1470788781347328002,CUOnStrike
1470788781347328002,NYU
1470788781347328002,CUNY
1470788781347328002,ColumbiaU
1470788781347328002,gradschool
1470788781347328002,KelloggsStrike
1470788231348338707,LetsGoSupplies
1470788231348338707,supplychain
1470788231348338707,BoycottKelloggs
1470788231348338707,inflation
1470788231348338707,BuildBackBetter
1470788231348338707,manufacturing
1470787862878511108,BoycottKelloggs
1470787838329462794,BoycottKelloggs
1470787703969128460,cheesenips
1470787703969128460,BoycottKelloggs
1470787201516675078,BoycottKelloggs
1470787018699395072,BoycottKelloggs
1470786296964599820,KelloggsStrike
1470786045914632205,BoycottKelloggs
1470786034644537354,BoycottKelloggs
1470785886665297920,BoycottKelloggs
1470785824425926656,BoycottKelloggs
1470785824425926656,Solidarity
1470785824425926656,JoinAUnion
1470785800803598350,KelloggsStrike
1470785745787011076,BoycottKelloggs
1470785417997918214,BoycottKelloggs
1470785233729560588,BoycottKelloggs
1470785204566609935,Christmas
1470785204566609935,Kelloggs
1470785194118553607,BoycottKelloggs
1470785119619321867,BoycottKelloggs
1470784999381254152,boycottKelloggs
1470784999381254152,buystorebrands
1470784947753529355,BoycottKelloggs
1470784910084427787,KelloggsStrike
1470784875510865928,BoycottKelloggs
1470784560539525137,BoycottKelloggs
1470784560539525137,Solidarity
1470784560539525137,JoinAUnion
1470784524292440070,UnionStrong
1470784306683518988,BoycottKelloggs
1470784250958028800,BoycottKelloggs
1470784192439013378,KelloggsStrike
1470784192439013378,BoycottKelloggs
1470784145379012622,BoycottKelloggs
1470784136659058702,BoycottKelloggs
1470784107793764361,BoycottKelloggs
1470784096016211971,BoycottKelloggs
1470784011177975818,BoycottKelloggs
1470784011177975818,unionize
1470784011177975818,labor
1470783427427323919,KelloggsStrike
1470783427427323919,kelloggs
1470783427427323919,BoycottKelloggs
1470783307285684228,BoycottKelloggs
1470783225496756237,BoycottKelloggs
1470782341085909002,BoycottKelloggs
1470781941226090496,BoycottKelloggs
1470781809420029953,BoycottKelloggs
1470781737827545090,KelloggsStrike
1470781550472138759,BoycottKelloggs
1470781222133641227,KelloggsStrike
1470780703117819905,BoycottKelloggs
1470779619842433030,Christmas
1470779619842433030,KelloggsStrike
1470779619842433030,Solidarity
1470779587328102411,KelloggStrike
1470779469464059912,KelloggsStrike
1470779469464059912,BoycottKelloggs
1470779469464059912,Solidarity
1470779420831100942,BoycottKelloggs
1470779215368921100,BoycottKelloggs
1470779033931632647,BoycottKelloggs
1470779033931632647,WorkersUnite
1470778948317552642,kelloggs
1470778948317552642,UnionStrong
1470778948317552642,scabs
1470778948317552642,BoycottKelloggs
1470778814376681474,BoycottKelloggs
1470778785033302020,BoycottKelloggs
1470778668360380417,BoycottKelloggs
1470778651771908120,BoycottKelloggs
1470778598080794625,BoycottKelloggs
1470778370778673169,BoycottKelloggs
1470778104364900361,BoycottKelloggs
1470778104364900361,KelloggStrike
1470777990695067656,BoycottKelloggs
1470777814462910480,KelloggsStrike
1470777806317666317,BoycottKelloggs
1470777721420718093,BoycottKelloggs
1470777622472896518,BoycottKelloggs
1470777619385917443,BoycottKelloggs
1470777589371490323,Christmas
1470777589371490323,Kelloggs
1470777367333330958,KelloggsStrike
1470777367333330958,BoycottKelloggs
1470777133182115853,BoycottKelloggs
1470776636752728081,BoycottKelloggs
1470776542401900548,BoycottKelloggs
1470776464815673352,BoycottKelloggs
1470776273718943759,BoycottKelloggs
1470776163379388417,BoycottKelloggs
1470775853592285190,Christmas
1470775853592285190,Kelloggs
1470775843643437065,BoycottKelloggs
1470775652559335425,BoycottKelloggs
1470775498976473101,KelloggsStrike
1470774770895667211,BoycottKelloggs
1470774663898927106,KelloggStrike
1470774646563823621,BoycottKelloggs
1470774484630179840,Solidarity
1470774484630179840,KelloggsStrike
1470774394842763267,BoycottKelloggs
1470774242308468750,BoycottKelloggs
1470774190915702790,Christmas
1470774190915702790,Kelloggs
1470774152915300355,BoycottKelloggs
1470774046891683843,Christmas
1470774046891683843,Kelloggs
1470773847335047175,BoycottKelloggs
1470773682939256841,BoycottKelloggs
1470773430542901259,BoycottKelloggs
1470773166356185098,BoycottKelloggs
1470772998571446291,BoycottKelloggs
1470772939612200969,BoycottKelloggs
1470772700717232137,BoycottKelloggs
1470772564159041536,BoycottKelloggs
1470772552071061508,BoycottKelloggs
1470772466708586502,BoycottKelloggs
1470772362081615873,BoycottKelloggs
1470772265180708867,BoycottKelloggs
1470772265180708867,DemVoice1
